Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type
3502,2021-08-01 00:03:44,958413,car
3503,2021-07-29 19:08:35,4773729,truck
3504,2021-08-13 06:14:47,7493949,truck
3505,2021-08-09 11:23:38,2239561,car
3506,2021-08-05 23:31:25,2169627,van
3507,2021-08-06 21:49:44,7493212,truck
3508,2021-08-10 20:47:51,7029752,car
3509,2021-08-19 05:35:39,4202047,car
3510,2021-08-21 05:23:18,9717261,car
3511,2021-08-21 11:48:08,3384393,truck
3512,2021-08-18 01:17:15,7522306,truck
3513,2021-08-04 05:53:44,401991,truck
3514,2021-08-10 04:33:09,2504663,car
3515,2021-08-14 22:45:21,8642177,car
3516,2021-08-08 18:00:56,7468871,car
3517,2021-08-15 02:26:56,2794071,car
3518,2021-08-07 23:30:18,4672116,car
3519,2021-08-15 19:13:15,8952144,car
3520,2021-08-18 03:41:32,3830435,truck
3521,2021-08-12 15:39:52,2148086,car
3522,2021-08-06 03:18:05,2400348,car
3523,2021-08-19 00:38:07,1913762,truck
3524,2021-08-08 08:18:51,8755361,car
3525,2021-08-19 01:34:58,760835,car
3526,2021-08-18 04:31:27,5423693,van
3527,2021-08-09 16:08:56,5806508,van
3528,2021-08-04 11:47:17,5318043,car
3529,2021-08-21 03:06:29,4344131,car
3530,2021-08-21 08:18:00,474934,car
3531,2021-08-12 09:25:57,2894372,car
3532,2021-08-07 17:28:01,7641489,car
3533,2021-08-04 10:29:45,1215088,car
3534,2021-08-21 21:22:35,2197817,car
3535,2021-08-20 05:35:12,2473795,car
3536,2021-08-02 08:58:16,5004875,car
3537,2021-07-30 00:58:09,6675052,car
3538,2021-08-18 18:03:29,549326,truck
3539,2021-08-17 19:02:46,1978484,car
3540,2021-08-03 15:37:31,5074498,truck
3541,2021-08-12 19:40:40,8004292,car
3542,2021-07-29 14:44:10,8723956,car
3543,2021-08-14 05:05:15,4617994,car
3544,2021-08-17 10:21:43,563559,car
3545,2021-08-18 02:00:42,2191813,truck
3546,2021-08-11 19:38:58,9968446,car
3547,2021-08-03 23:05:33,275928,truck
3548,2021-08-03 22:16:59,1653686,van
3549,2021-08-03 08:42:45,9337961,truck
3550,2021-08-03 19:09:23,9086795,truck
3551,2021-08-01 12:55:24,9367557,car
3552,2021-07-29 11:53:44,9496327,truck
3553,2021-08-04 01:52:09,4016069,truck
3554,2021-08-16 08:41:05,4699679,car
3555,2021-08-16 00:04:41,50743,car
3556,2021-08-12 08:09:01,8734223,van
3557,2021-07-29 18:41:53,7052275,van
3558,2021-08-16 09:47:29,1447024,car
3559,2021-08-16 16:34:57,5385165,car
3560,2021-08-04 08:37:38,9933207,truck
3561,2021-08-18 10:36:02,9639240,car
3562,2021-08-21 16:02:19,3889157,car
3563,2021-08-13 23:14:38,3464138,car
3564,2021-08-14 17:32:36,6320393,van
3565,2021-08-13 20:48:22,6784534,car
3566,2021-08-04 15:37:33,634378,car
3567,2021-08-16 11:02:03,5631906,truck
3568,2021-08-14 15:07:02,1354046,car
3569,2021-08-16 05:50:45,5649886,car
3570,2021-08-11 11:32:54,7784896,car
3571,2021-08-03 03:14:37,5360488,car
3572,2021-08-02 03:21:09,1658659,car
3573,2021-08-20 13:56:24,2309407,car
3574,2021-08-04 12:55:06,5676597,car
3575,2021-08-18 05:02:24,8937799,car
3576,2021-08-15 21:36:47,2938760,truck
3577,2021-08-17 04:55:29,3563259,truck
3578,2021-08-01 12:27:20,5584657,car
3579,2021-08-14 09:15:31,4993413,car
3580,2021-08-07 20:37:04,8058875,truck
3581,2021-08-17 00:11:55,6304312,car
3582,2021-08-04 20:29:57,9859325,car
3583,2021-08-10 14:52:58,5133239,car
3584,2021-08-22 10:54:25,4887029,car
3585,2021-08-21 09:21:26,4045887,car
3586,2021-08-20 18:02:02,5357027,truck
3587,2021-08-21 09:28:44,1011909,car
3588,2021-08-06 15:45:54,4330657,car
3589,2021-08-01 15:19:24,519094,car
3590,2021-07-30 07:27:13,2631446,car
3591,2021-08-07 18:16:27,9269016,car
3592,2021-08-18 01:56:40,7379593,car
3593,2021-07-30 18:32:25,573687,car
3594,2021-08-17 13:49:23,937326,car
3595,2021-08-03 10:34:09,3352235,truck
3596,2021-08-10 01:35:01,971255,car
3597,2021-08-09 07:07:02,9875470,truck
3598,2021-08-18 00:43:05,6644711,van
3599,2021-07-30 06:52:41,4585032,van
3600,2021-08-03 23:06:45,7587218,car
3601,2021-08-01 22:18:57,4524294,car
3602,2021-08-02 12:53:29,3724148,car
3603,2021-08-16 18:32:25,6376445,car
3604,2021-07-30 09:02:37,5025575,van
3605,2021-08-06 18:54:28,1775447,car
3606,2021-08-19 01:09:58,7141580,car
3607,2021-08-07 16:18:40,9656270,truck
3608,2021-08-01 16:22:35,7391732,truck
3609,2021-08-13 19:53:32,6186999,car
3610,2021-08-15 11:20:11,145756,car
3611,2021-07-30 03:02:45,784628,van
3612,2021-08-21 09:48:14,1313467,car
3613,2021-08-18 13:56:22,1909736,car
3614,2021-08-08 16:39:50,9124282,car
3615,2021-08-18 23:21:03,9314894,truck
3616,2021-08-16 21:41:05,8739713,truck
3617,2021-08-01 11:08:08,2889784,car
3618,2021-08-01 14:10:34,8300993,car
3619,2021-08-22 07:41:36,7546474,car
3620,2021-08-15 13:26:51,8091351,car
3621,2021-08-08 09:10:22,6086743,car
3622,2021-08-19 07:56:26,4473159,truck
3623,2021-08-20 03:17:24,4895894,truck
3624,2021-08-15 07:36:44,9587163,truck
3625,2021-08-19 12:11:09,2357640,van
3626,2021-07-31 11:04:22,5810114,truck
3627,2021-08-21 22:38:39,1283630,car
3628,2021-08-01 19:01:17,1815835,car
3629,2021-08-21 09:50:56,5285866,truck
3630,2021-07-31 23:56:28,430301,car
3631,2021-08-09 07:57:17,5118665,truck
3632,2021-08-12 23:51:10,2611765,car
3633,2021-08-10 17:38:37,7176391,car
3634,2021-08-04 12:46:04,4560016,car
3635,2021-07-29 11:59:22,7538785,car
3636,2021-08-18 12:56:56,3572029,car
3637,2021-07-31 23:33:06,1199041,car
3638,2021-08-14 23:51:21,72091,car
3639,2021-08-02 18:58:51,1909966,car
3640,2021-08-20 15:09:47,5451560,car
3641,2021-08-01 00:12:46,5459046,truck
3642,2021-07-30 23:02:22,4542216,car
3643,2021-08-11 21:03:37,1711852,truck
3644,2021-08-11 09:06:59,6932721,truck
3645,2021-08-21 19:36:12,507571,car
3646,2021-08-17 10:01:50,8924779,truck
3647,2021-08-13 20:45:07,4929016,car
3648,2021-08-16 14:52:01,4714436,van
3649,2021-08-21 17:21:14,6300206,van
3650,2021-08-02 16:02:23,9404838,car
3651,2021-07-30 23:48:27,7904605,car
3652,2021-08-09 14:28:41,1152575,truck
3653,2021-08-07 02:36:22,428801,car
3654,2021-08-07 14:16:41,6851284,car
3655,2021-08-07 19:18:16,553458,car
3656,2021-08-06 05:43:03,6409666,car
3657,2021-08-16 21:59:32,7922899,car
3658,2021-07-30 20:22:45,628079,car
3659,2021-07-30 21:01:57,4899667,car
3660,2021-08-12 20:26:31,4228474,van
3661,2021-08-11 04:18:17,7190982,truck
3662,2021-08-07 21:41:11,2986069,car
3663,2021-08-05 21:32:46,7318998,car
3664,2021-08-07 07:30:40,3134373,car
3665,2021-07-31 04:49:32,1814328,car
3666,2021-07-31 20:30:52,5294092,car
3667,2021-08-20 16:14:01,3356619,car
3668,2021-08-15 13:32:36,2994096,car
3669,2021-08-19 15:31:24,5072007,car
3670,2021-07-31 05:10:19,1893936,car
3671,2021-08-04 05:51:07,1535916,truck
3672,2021-08-11 03:18:25,9613436,truck
3673,2021-08-02 12:28:24,8746806,car
3674,2021-08-03 18:54:12,2666661,van
3675,2021-08-10 04:33:07,1184760,truck
3676,2021-08-04 18:16:35,3116225,car
3677,2021-08-21 18:08:06,7275873,car
3678,2021-08-14 11:22:51,5328121,car
3679,2021-08-17 04:45:06,6964076,car
3680,2021-08-03 00:30:14,4942715,car
3681,2021-07-31 19:54:15,481598,van
3682,2021-08-06 19:30:05,6602358,car
3683,2021-08-11 08:48:02,6689110,car
3684,2021-08-12 16:06:52,2869877,car
3685,2021-08-20 12:02:17,9421471,truck
3686,2021-08-10 17:14:34,7246770,car
3687,2021-08-12 15:18:00,6788615,car
3688,2021-08-20 05:46:29,6471426,car
3689,2021-08-11 05:15:20,3155481,car
3690,2021-08-02 21:52:15,1718137,car
3691,2021-08-11 04:00:28,3428645,car
3692,2021-08-01 20:52:00,9534059,car
3693,2021-08-18 07:33:29,8140162,car
3694,2021-08-10 23:42:00,1114469,van
3695,2021-08-05 12:50:37,7262668,car
3696,2021-08-05 07:15:56,7840403,car
3697,2021-08-17 12:52:08,2995837,car
3698,2021-08-16 15:03:05,3740358,van
3699,2021-08-20 02:39:39,2504863,car
3700,2021-08-09 12:34:48,6241211,car
3701,2021-08-05 04:28:38,4810189,car
3702,2021-08-11 02:11:47,5481150,truck
3703,2021-08-15 02:15:24,1147949,car
3704,2021-07-29 18:55:15,4753600,truck
3705,2021-07-29 23:56:05,9446358,car
3706,2021-08-09 21:30:46,2519804,car
3707,2021-08-21 19:41:13,3391749,car
3708,2021-08-14 13:27:22,6095806,car
3709,2021-08-20 23:40:23,2812052,truck
3710,2021-08-05 06:50:07,1481410,car
3711,2021-08-15 14:57:54,7636437,car
3712,2021-08-18 14:00:49,6994316,truck
3713,2021-08-08 03:53:50,2290002,truck
3714,2021-08-10 19:52:11,5683295,van
3715,2021-08-21 06:10:17,4017903,car
3716,2021-08-15 22:28:01,5243716,car
3717,2021-08-17 22:53:19,6720853,van
3718,2021-08-01 01:06:02,1090470,car
3719,2021-08-17 06:56:35,5245024,car
3720,2021-08-14 23:06:42,161095,car
3721,2021-08-20 17:30:56,1427451,car
3722,2021-08-01 22:16:19,1943101,car
3723,2021-08-17 08:30:42,7384650,car
3724,2021-08-10 03:09:05,3661216,car
3725,2021-08-15 03:52:02,2894801,car
3726,2021-08-14 12:24:12,1541907,car
3727,2021-08-20 14:17:48,6016087,car
3728,2021-08-17 19:49:08,2449759,van
3729,2021-08-04 06:57:52,3052510,truck
3730,2021-08-22 03:01:13,9774084,car
3731,2021-07-31 08:02:30,2813960,car
3732,2021-08-21 02:12:18,505613,car
3733,2021-08-21 22:59:38,5445643,truck
3734,2021-08-16 18:07:21,6243143,car
3735,2021-08-21 23:05:04,2866055,truck
3736,2021-08-06 12:03:24,8900522,car
3737,2021-08-03 05:44:03,8540101,car
3738,2021-08-18 01:55:25,6120419,car
3739,2021-08-17 22:49:36,2736529,car
3740,2021-08-22 02:54:34,2450473,car
3741,2021-08-20 06:29:18,2254860,truck
3742,2021-08-12 10:15:41,4851305,car
3743,2021-08-12 04:29:08,980960,car
3744,2021-08-11 22:57:45,2190925,car
3745,2021-08-03 21:37:25,5784456,truck
3746,2021-08-17 15:36:22,3967392,car
3747,2021-08-11 23:23:46,6410808,truck
3748,2021-08-04 18:32:32,588921,truck
3749,2021-08-15 18:04:35,7073611,car
3750,2021-08-10 13:00:19,4646707,car
3751,2021-08-13 14:56:50,3643523,truck
3752,2021-08-12 18:32:18,2783246,truck
3753,2021-08-14 03:18:41,9532021,car
3754,2021-08-14 14:28:22,371354,car
3755,2021-08-02 01:53:12,2052797,car
3756,2021-08-02 13:22:30,2239698,truck
3757,2021-07-29 13:58:23,9052663,car
3758,2021-08-12 23:03:40,2781433,car
3759,2021-08-15 04:22:14,4071846,car
3760,2021-08-17 09:15:27,6681603,car
3761,2021-08-12 13:16:27,6584092,truck
3762,2021-08-01 10:02:39,1970945,car
3763,2021-08-13 09:08:14,468002,car
3764,2021-08-07 13:56:54,3350709,car
3765,2021-08-10 20:00:45,7439297,car
3766,2021-08-19 04:04:30,7989929,van
3767,2021-08-17 19:34:26,9102384,car
3768,2021-08-07 10:13:04,137849,car
3769,2021-07-31 02:24:19,5396337,car
3770,2021-08-19 01:30:11,7637241,car
3771,2021-08-17 12:27:29,7934904,car
3772,2021-08-02 20:57:10,5257221,car
3773,2021-08-03 02:09:54,8147945,car
3774,2021-08-22 06:13:29,5901562,truck
3775,2021-07-30 01:34:44,5625343,truck
3776,2021-08-11 02:52:55,5044107,car
3777,2021-08-18 20:21:30,3952341,truck
3778,2021-08-13 05:28:24,4341466,car
3779,2021-08-16 02:58:42,4230270,car
3780,2021-08-12 05:35:35,9596061,car
3781,2021-08-21 13:11:44,2989598,car
3782,2021-08-09 06:41:09,7396589,car
3783,2021-08-16 12:38:13,2691300,truck
3784,2021-08-16 05:48:48,1992831,truck
3785,2021-08-11 18:20:44,4258162,truck
3786,2021-08-04 07:57:01,3104910,car
3787,2021-08-20 03:05:48,2468179,van
3788,2021-08-11 20:35:36,3393830,car
3789,2021-08-18 05:23:40,1169222,truck
3790,2021-08-21 13:33:37,8692305,van
3791,2021-08-08 23:35:44,2173703,car
3792,2021-08-11 17:19:48,436723,car
3793,2021-08-05 05:15:27,2812486,car
3794,2021-08-02 19:26:55,6187646,van
3795,2021-08-13 00:03:09,178862,car
3796,2021-08-12 12:13:04,1712670,truck
3797,2021-07-29 15:37:23,8124045,car
3798,2021-08-18 16:57:17,3098113,van
3799,2021-08-20 08:51:10,9550095,car
3800,2021-08-21 00:53:17,6101673,van
3801,2021-08-08 01:15:51,518698,car
3802,2021-08-15 07:04:39,1891348,car
3803,2021-08-02 06:38:59,6126884,car
3804,2021-07-31 23:57:23,4860934,car
3805,2021-08-09 13:52:19,5393369,car
3806,2021-08-15 12:40:37,7222520,car
3807,2021-07-29 12:17:14,9733864,truck
3808,2021-08-07 13:25:15,7298435,truck
3809,2021-08-08 15:35:54,7510154,truck
3810,2021-08-21 08:23:29,2486757,car
3811,2021-08-11 01:03:59,646521,car
3812,2021-08-14 12:31:48,6594177,van
3813,2021-08-19 06:37:33,4534096,truck
3814,2021-08-08 03:47:04,5659638,car
3815,2021-08-14 12:05:36,2217026,car
3816,2021-08-17 07:01:26,2406117,car
3817,2021-08-18 12:45:32,6341134,car
3818,2021-08-12 17:28:01,3099096,truck
3819,2021-08-07 23:20:55,9398737,car
3820,2021-08-14 23:42:10,2049970,car
3821,2021-08-07 19:09:55,360030,van
3822,2021-08-02 07:14:52,7082534,car
3823,2021-07-31 06:42:43,7244025,truck
3824,2021-08-08 08:57:53,3762454,van
3825,2021-08-10 01:47:17,3339577,car
3826,2021-08-20 07:18:33,6032797,car
3827,2021-08-03 08:37:06,2282380,car
3828,2021-08-16 14:36:26,5380177,truck
3829,2021-08-09 06:50:09,1383756,car
3830,2021-08-12 14:41:09,7137552,car
3831,2021-08-16 08:43:44,4689197,car
3832,2021-08-15 07:08:30,4066135,truck
3833,2021-08-19 21:02:32,5826523,car
3834,2021-08-11 19:23:29,6993644,car
3835,2021-07-29 11:42:18,8131236,car
3836,2021-08-06 13:14:27,6088739,car
3837,2021-07-30 06:14:50,3119550,car
3838,2021-08-15 00:05:53,2432463,car
3839,2021-08-19 09:05:59,1037003,car
3840,2021-08-20 06:04:32,8140742,car
3841,2021-08-01 03:39:39,7602444,car
3842,2021-08-11 07:44:33,1179841,car
3843,2021-08-21 15:58:37,3912568,car
3844,2021-08-19 23:05:04,3513402,van
3845,2021-08-15 02:44:58,4871400,car
3846,2021-08-07 21:34:03,1551686,truck
3847,2021-08-02 01:45:03,8850359,car
3848,2021-08-19 16:47:39,2791195,van
3849,2021-07-30 21:02:43,3529952,truck
3850,2021-07-30 20:27:55,1724787,car
3851,2021-08-22 01:30:36,8638068,truck
3852,2021-08-03 03:44:39,850026,car
3853,2021-08-21 05:43:15,7260745,van
3854,2021-08-18 15:06:54,8066647,truck
3855,2021-08-17 21:45:03,9728543,car
3856,2021-08-05 18:33:41,8605190,car
3857,2021-07-29 12:20:19,577689,car
3858,2021-08-01 22:58:31,9080379,car
3859,2021-08-08 22:24:16,6033613,car
3860,2021-08-14 19:59:18,9819784,car
3861,2021-08-16 05:38:55,7989002,car
3862,2021-08-13 01:21:36,569293,car
3863,2021-08-18 19:54:32,8603715,car
3864,2021-08-20 06:35:56,2529129,truck
3865,2021-08-06 01:07:12,4087203,car
3866,2021-08-22 14:44:15,4392206,car
3867,2021-08-15 07:33:43,9777712,car
3868,2021-08-14 17:05:52,8462846,car
3869,2021-08-02 07:52:01,1912308,car
3870,2021-07-31 08:03:55,6116672,car
3871,2021-08-02 06:34:33,1393090,car
3872,2021-08-19 07:05:20,423946,car
3873,2021-08-18 12:03:34,59032,car
3874,2021-08-12 09:08:48,3105517,car
3875,2021-08-05 04:09:02,1891291,truck
3876,2021-08-02 06:58:25,514617,car
3877,2021-08-06 08:59:14,8584961,truck
3878,2021-08-11 05:48:52,3571830,car
3879,2021-08-09 13:00:33,3353803,car
3880,2021-08-12 12:37:56,1624448,car
3881,2021-08-03 14:28:11,7472897,car
3882,2021-07-30 19:52:29,5991048,car
3883,2021-08-14 12:27:38,4768354,truck
3884,2021-08-12 15:30:21,7853658,car
3885,2021-08-18 20:15:58,2111624,car
3886,2021-08-06 20:12:17,6907518,car
3887,2021-08-07 08:55:31,465906,car
3888,2021-08-18 23:53:50,4873101,van
3889,2021-08-17 17:08:15,4407096,car
3890,2021-08-05 00:20:27,7344442,car
3891,2021-08-03 22:19:10,1482588,car
3892,2021-08-13 12:56:14,3188423,car
3893,2021-08-08 08:56:53,211776,car
3894,2021-08-09 08:36:37,6070947,van
3895,2021-08-11 20:03:34,7222973,truck
3896,2021-08-12 05:08:06,1702827,car
3897,2021-08-04 05:14:57,2820358,car
3898,2021-08-21 08:58:38,9587257,car
3899,2021-08-13 09:34:00,8482617,car
3900,2021-08-18 23:53:57,2891827,car
3901,2021-08-20 20:07:45,2941926,car
3902,2021-08-08 09:47:24,8002409,car
3903,2021-07-31 00:25:19,4974385,car
3904,2021-08-13 04:04:24,168404,car
3905,2021-07-30 10:28:31,3492404,car
3906,2021-08-20 19:05:40,4946006,truck
3907,2021-08-14 20:33:56,627232,car
3908,2021-08-04 16:28:59,5925653,car
3909,2021-08-11 02:53:09,2036564,van
3910,2021-08-18 19:02:15,7538926,truck
3911,2021-08-08 13:58:06,1024481,truck
3912,2021-08-19 20:50:26,424098,truck
3913,2021-08-10 04:11:46,2719699,car
3914,2021-08-21 19:43:35,5376445,car
3915,2021-08-22 01:50:10,120155,van
3916,2021-08-05 07:26:29,8658913,car
3917,2021-08-04 02:09:40,235682,car
3918,2021-08-09 15:05:46,510888,truck
3919,2021-08-17 10:31:05,3554000,car
3920,2021-08-21 10:18:44,5308347,truck
3921,2021-08-19 08:32:19,7140098,car
3922,2021-08-11 05:54:52,7806222,truck
3923,2021-07-30 19:17:53,202553,car
3924,2021-07-30 09:45:43,6969877,car
3925,2021-07-30 04:51:02,5991064,car
3926,2021-08-14 23:43:52,1692663,car
3927,2021-07-31 04:43:50,1762202,truck
3928,2021-08-19 23:24:28,9124202,car
3929,2021-08-16 10:40:45,8559678,car
3930,2021-08-17 17:54:01,9674941,car
3931,2021-07-29 17:32:16,9726555,car
3932,2021-08-18 22:48:41,9294086,truck
3933,2021-08-02 03:19:24,1842991,car
3934,2021-08-06 09:09:51,4837479,car
3935,2021-08-12 18:02:43,2782614,van
3936,2021-08-12 05:13:42,537217,van
3937,2021-08-12 15:46:21,4325504,car
3938,2021-08-04 01:00:52,7850565,truck
3939,2021-08-14 01:56:56,442619,car
3940,2021-08-20 06:36:55,8142265,truck
3941,2021-08-10 12:32:49,6620319,car
3942,2021-08-11 04:50:29,5048587,car
3943,2021-08-12 12:38:19,5161118,truck
3944,2021-08-02 07:28:20,6003075,truck
3945,2021-07-31 06:56:38,7694817,car
3946,2021-08-02 18:32:41,2585745,car
3947,2021-08-03 15:08:27,5773497,car
3948,2021-08-08 00:47:13,6677285,car
3949,2021-08-22 06:00:22,8427889,car
3950,2021-08-11 19:17:57,3254547,car
3951,2021-08-02 15:45:16,490864,car
3952,2021-08-15 04:29:49,5373714,car
3953,2021-08-05 10:02:26,5616664,car
3954,2021-08-01 01:16:09,626708,car
3955,2021-08-10 04:18:43,8486142,car
3956,2021-07-31 14:54:43,4232101,car
3957,2021-08-12 19:14:06,6767768,car
3958,2021-08-15 00:32:52,4200868,truck
3959,2021-08-04 16:56:39,6033523,car
3960,2021-07-29 15:02:14,7416785,car
3961,2021-08-16 17:42:38,7656378,van
3962,2021-07-31 02:55:16,3175809,car
3963,2021-08-01 07:52:05,9129888,car
3964,2021-08-09 23:31:52,9942358,car
3965,2021-08-08 13:54:47,7543553,car
3966,2021-08-06 02:19:11,3971098,van
3967,2021-08-02 02:54:40,348808,car
3968,2021-08-20 04:27:03,5499955,car
3969,2021-08-01 20:53:08,6190548,car
3970,2021-08-10 02:24:56,400148,van
3971,2021-07-30 07:28:59,5652300,car
3972,2021-08-09 05:15:35,5360255,car
3973,2021-08-04 19:49:00,4169818,car
3974,2021-08-05 19:47:29,3214907,van
3975,2021-08-22 03:19:39,4699948,truck
3976,2021-08-08 23:47:24,2586307,car
3977,2021-08-03 19:26:07,9660894,truck
3978,2021-08-19 14:59:19,5849576,car
3979,2021-08-07 09:57:36,1585534,truck
3980,2021-08-10 10:28:29,1413359,car
3981,2021-08-16 10:38:08,7690936,car
3982,2021-08-19 00:29:29,3896044,van
3983,2021-08-13 23:01:44,4514901,car
3984,2021-08-05 11:03:36,8596445,truck
3985,2021-08-16 11:22:52,2778907,car
3986,2021-08-21 09:55:21,1498074,car
3987,2021-08-15 09:50:20,8449217,car
3988,2021-08-12 16:44:52,1366794,car
3989,2021-08-21 17:31:54,2167499,van
3990,2021-08-11 18:07:04,5119460,van
3991,2021-08-01 17:30:15,6907626,car
3992,2021-08-21 10:02:26,2799272,van
3993,2021-08-21 02:08:27,9804867,truck
3994,2021-08-16 21:04:19,1773041,car
3995,2021-08-17 02:22:34,5313932,car
3996,2021-08-10 00:45:00,1310709,car
3997,2021-08-10 02:14:55,6899452,car
3998,2021-08-18 05:36:36,7486489,car
3999,2021-08-14 03:55:47,7306857,van
4000,2021-08-16 19:09:32,3922737,car
4001,2021-08-01 09:59:23,9613253,car
4002,2021-08-22 18:02:23,1984532,car
4003,2021-08-08 01:38:45,270361,car
4004,2021-08-11 13:19:02,930067,car
4005,2021-08-11 18:36:17,3523370,car
4006,2021-08-05 14:07:58,5491284,car
4007,2021-08-01 16:59:56,3131680,car
4008,2021-08-10 12:52:35,2462066,car
4009,2021-07-31 11:02:56,3585344,truck
4010,2021-08-20 23:39:08,7426261,truck
4011,2021-08-09 07:07:59,2692354,car
4012,2021-08-03 21:15:35,7795500,car
4013,2021-08-13 09:05:14,4585104,truck
4014,2021-08-03 04:56:28,1244816,car
4015,2021-08-07 21:05:19,4196189,car
4016,2021-08-20 18:38:26,4003474,car
4017,2021-08-16 09:00:46,2675218,truck
4018,2021-08-21 13:52:02,6382948,car
4019,2021-08-06 16:44:20,5375733,van
4020,2021-08-05 15:24:32,6521728,car
4021,2021-08-08 09:02:12,7176623,car
4022,2021-08-14 17:38:59,3391139,van
4023,2021-08-03 14:20:09,3633796,car
4024,2021-08-03 17:45:43,7248370,car
4025,2021-07-29 15:49:18,7966711,car
4026,2021-08-07 08:01:54,236035,truck
4027,2021-08-08 04:28:05,564995,car
4028,2021-08-06 18:47:44,9734969,car
4029,2021-08-05 11:47:08,9003131,van
4030,2021-08-10 15:16:38,9170941,car
4031,2021-08-02 20:40:58,4755552,car
4032,2021-08-03 14:46:48,6207263,truck
4033,2021-08-12 08:57:17,4500701,car
4034,2021-08-08 23:35:44,8948237,truck
4035,2021-08-03 02:46:37,3302217,truck
4036,2021-08-02 08:19:06,4296422,truck
4037,2021-08-07 04:59:25,8135299,car
4038,2021-08-19 01:04:16,147575,car
4039,2021-08-03 01:12:19,180573,car
4040,2021-08-21 07:41:04,2234391,car
4041,2021-08-21 19:14:21,3853665,car
4042,2021-07-31 01:42:01,5343494,car
4043,2021-08-03 06:23:44,899144,car
4044,2021-08-01 08:46:45,6003888,truck
4045,2021-07-30 08:06:39,1822683,car
4046,2021-08-10 16:22:36,6497963,car
4047,2021-08-01 22:22:46,1555749,car
4048,2021-08-19 01:31:38,7840711,car
4049,2021-08-06 07:58:24,3812299,car
4050,2021-08-16 08:07:33,4896895,car
4051,2021-07-29 17:52:00,699810,van
4052,2021-07-31 02:18:12,7855948,car
4053,2021-08-06 01:24:04,8071692,car
4054,2021-08-11 17:23:01,2479490,car
4055,2021-08-02 21:56:42,3125207,car
4056,2021-08-19 14:14:02,2654922,car
4057,2021-08-02 16:35:09,3320130,car
4058,2021-08-02 19:27:59,3501060,car
4059,2021-08-04 10:05:25,4717663,truck
4060,2021-08-13 04:10:25,6701314,car
4061,2021-08-20 23:46:38,499499,van
4062,2021-08-12 10:45:55,2209051,car
4063,2021-08-13 01:19:02,3484776,car
4064,2021-07-30 15:48:41,3349464,van
4065,2021-08-20 22:54:45,3111590,truck
4066,2021-08-13 09:07:18,3186351,truck
4067,2021-08-07 18:31:26,2186633,car
4068,2021-08-17 16:46:07,4340716,car
4069,2021-08-06 23:52:04,575838,car
4070,2021-08-05 17:07:42,1195457,truck
4071,2021-08-12 05:48:36,5933861,car
4072,2021-08-10 02:38:57,5970626,truck
4073,2021-08-09 00:47:59,7952340,car
4074,2021-08-10 01:36:25,9380227,van
4075,2021-08-11 06:50:51,2664314,car
4076,2021-08-06 16:38:14,906221,car
