Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type,Number_of_Axles,Tollplaza_ID,Tollplaza_Code,Type_of_Payment_Code,Vehicle_Code
2618,2021-08-08 01:52:22,1544221,TRUCK,4,4353,PC79BCF60,F60,PTE V
2619,2021-08-22 13:48:04,6174370,TRUCK,4,4023,PC77793DF,3DF,PTP V
2620,2021-08-20 11:49:56,4311930,TRUCK,4,4031,PC0214185,185,PTE V
2621,2021-08-10 22:36:41,3950484,CAR,2,4596,PC6558A56,A56,PTC V
2622,2021-08-12 14:42:52,7868468,CAR,2,4442,PC05C2F86,F86,PTE V
2623,2021-08-11 03:14:04,2617757,VAN,2,5008,PC48D61BB,1BB,PTC V
2624,2021-08-14 08:47:01,4569280,CAR,2,4209,PC494D54E,54E,PTP V
2625,2021-08-01 11:57:12,49818,CAR,2,4621,PC9FB4E82,E82,PTC V
2626,2021-08-20 07:54:11,46925,CAR,2,4238,PCE0A2A2F,A2F,PTP V
2627,2021-08-12 03:19:27,6451013,CAR,2,4619,PC2EFBBE0,BE0,PTE V
2628,2021-08-20 18:08:40,8804024,CAR,2,4641,PCAA9F518,518,PTC V
2629,2021-08-01 13:47:02,680807,TRUCK,4,4520,PC8140983,983,PTP V
2630,2021-07-29 12:22:50,2895421,CAR,2,4723,PC20BD6E6,6E6,PTC V
2631,2021-08-09 23:42:25,5309249,CAR,2,4319,PCAD79413,413,PTE V
2632,2021-08-16 15:46:06,3964885,CAR,2,4867,PC5A6D86E,86E,PTP V
2633,2021-08-08 22:53:11,5318954,TRUCK,4,4282,PCCE002E5,2E5,PTP V
2634,2021-08-16 03:30:05,3123558,CAR,2,4943,PC0A5DC1F,C1F,PTE V
2635,2021-08-15 15:36:21,2537142,CAR,2,4431,PC3A23C14,C14,PTC V
2636,2021-08-05 08:10:21,4864249,CAR,2,4687,PC52E7369,369,PTC V
2637,2021-08-18 19:27:50,361048,VAN,2,4475,PCCC0D001,001,PTE V
2638,2021-08-01 09:50:37,7235543,TRUCK,4,4325,PC8FC83B3,3B3,PTC V
2639,2021-07-29 18:27:03,566308,CAR,2,4329,PCF9CCB5A,B5A,PTP V
2640,2021-08-10 06:40:38,9744593,CAR,2,4418,PCF6EECB2,CB2,PTP V
2641,2021-07-29 17:10:52,4841216,CAR,2,4741,PC85A4D4B,D4B,PTC V
2642,2021-08-02 20:37:19,5107345,CAR,2,4576,PC394C979,979,PTE V
2643,2021-07-30 10:33:31,3014741,CAR,2,4061,PC3A63A79,A79,PTE V
2644,2021-07-30 02:28:49,8133355,VAN,2,4820,PCC30C735,735,PTP V
2645,2021-08-12 05:21:32,2583669,CAR,2,4055,PCA06B2F1,2F1,PTP V
2646,2021-08-09 10:33:49,6500025,CAR,2,4071,PCDBBCB68,B68,PTP V
2647,2021-08-21 13:04:28,1157629,VAN,2,4906,PC3D58C5E,C5E,PTC V
2648,2021-08-03 17:34:28,5397450,CAR,2,4815,PC19C02F1,2F1,PTP V
2649,2021-08-11 12:57:53,8611035,CAR,2,4057,PC4B0DCD2,CD2,PTC V
2650,2021-08-19 05:29:33,1298769,VAN,2,4943,PC0A5DC1F,C1F,PTC V
2651,2021-08-14 15:16:57,2248516,CAR,2,4844,PCC48E3A8,3A8,PTP V
2652,2021-08-14 00:53:07,6278319,CAR,2,4419,PC99BB7A3,7A3,PTE V
2653,2021-08-18 09:35:49,4614307,TRUCK,4,4566,PC637A425,425,PTP V
2654,2021-08-14 13:02:52,2509139,VAN,2,4149,PC99F9ABD,ABD,PTE V
2655,2021-07-30 11:29:39,2986069,CAR,2,4288,PC12AA919,919,PTE V
2656,2021-07-31 18:30:07,2614861,CAR,2,4809,PCAD363FC,3FC,PTP V
2657,2021-08-18 15:55:51,28694,CAR,2,4483,PC7F7FFF0,FF0,PTC V
2658,2021-07-29 14:45:20,4039155,CAR,2,4326,PC356AE8F,E8F,PTE V
2659,2021-08-12 15:10:14,2787413,TRUCK,4,4142,PC7ACFF7C,F7C,PTP V
2660,2021-08-07 22:56:05,6142811,TRUCK,4,4248,PC45EBEBC,EBC,PTP V
2661,2021-08-13 00:55:56,1830669,VAN,2,4718,PC81E83B9,3B9,PTP V
2662,2021-08-09 18:52:28,5237693,VAN,2,4718,PC81E83B9,3B9,PTC V
2663,2021-08-10 21:12:49,993717,TRUCK,4,4110,PCF891CEB,CEB,PTP V
2664,2021-07-29 21:16:19,1529385,CAR,2,4200,PCBA86754,754,PTP V
2665,2021-08-12 22:20:37,5544386,CAR,2,4364,PCB33ACE8,CE8,PTC V
2666,2021-07-29 12:21:33,1041073,CAR,2,4947,PCE4A44BE,4BE,PTE V
2667,2021-08-19 19:25:05,5047709,VAN,2,4189,PC7655FC1,FC1,PTE V
2668,2021-08-18 19:32:19,58830,CAR,2,4157,PC7305E43,E43,PTP V
2669,2021-08-02 18:53:23,1847689,CAR,2,4738,PC06E9A80,A80,PTP V
2670,2021-08-09 19:35:40,6046631,TRUCK,4,4044,PC3546931,931,PTC V
2671,2021-08-16 00:17:11,7160838,CAR,2,4206,PCAC34A40,A40,PTE V
2672,2021-07-30 03:12:41,65143,TRUCK,4,4361,PC2E0C888,888,PTE V
2673,2021-07-31 17:39:18,9621393,CAR,2,4907,PCCEEF65A,65A,PTC V
2674,2021-08-22 05:24:45,6199844,CAR,2,4762,PC1A3D20B,20B,PTE V
2675,2021-08-12 13:29:22,9152093,CAR,2,4386,PC948D5B2,5B2,PTE V
2676,2021-08-21 03:56:54,4725600,VAN,2,4323,PC1D9ADA9,DA9,PTE V
2677,2021-08-14 18:30:03,113873,CAR,2,4493,PC124B4C0,4C0,PTC V
2678,2021-08-10 16:47:34,5733263,CAR,2,4425,PC41B834E,34E,PTE V
2679,2021-08-09 11:59:19,2363499,TRUCK,4,4778,PCCCADDBD,DBD,PTP V
2680,2021-08-05 13:25:09,7357884,CAR,2,4564,PC29D136F,36F,PTP V
2681,2021-08-03 05:43:40,7961905,CAR,2,4233,PC57279D0,9D0,PTE V
2682,2021-08-06 23:21:50,5376521,TRUCK,4,4883,PCB325DCD,DCD,PTP V
2683,2021-08-19 09:52:21,8726172,CAR,2,4207,PC76EDF79,F79,PTP V
2684,2021-08-21 11:46:27,631625,CAR,2,4971,PC0BD172F,72F,PTE V
2685,2021-08-05 13:02:03,9216749,TRUCK,4,4158,PCAA68777,777,PTC V
2686,2021-08-13 21:21:37,7608455,CAR,2,4717,PC44877F1,7F1,PTC V
2687,2021-08-03 00:37:24,9756739,TRUCK,4,4996,PC6A4F55F,55F,PTE V
2688,2021-08-17 11:48:31,8620692,CAR,2,4406,PC7A54E18,E18,PTC V
2689,2021-08-05 13:49:21,1329720,VAN,2,4854,PCB6F1968,968,PTP V
2690,2021-08-04 13:35:38,6975658,CAR,2,4173,PC0EB640E,40E,PTP V
2691,2021-08-08 05:34:48,8310131,TRUCK,4,4703,PC395ADCB,DCB,PTP V
2692,2021-08-06 11:51:37,8601722,TRUCK,4,4031,PC0214185,185,PTE V
2693,2021-08-06 20:36:42,365773,VAN,2,4069,PCC48608C,08C,PTE V
2694,2021-08-03 02:18:36,7224143,CAR,2,4691,PCFAB001F,01F,PTE V
2695,2021-08-20 19:30:02,4049180,CAR,2,4889,PC3547FAD,FAD,PTC V
2696,2021-08-04 04:05:39,9812817,CAR,2,4872,PC5B45CE7,CE7,PTC V
2697,2021-08-21 17:21:17,8630963,CAR,2,4294,PC867796D,96D,PTP V
2698,2021-08-17 02:06:38,2861661,CAR,2,4771,PC71FE98A,98A,PTE V
2699,2021-08-15 05:22:27,3679148,CAR,2,4862,PC3BDDA71,A71,PTE V
2700,2021-08-05 02:38:48,4655140,CAR,2,4898,PC0AE9E1B,E1B,PTP V
2701,2021-08-08 23:36:36,3141961,CAR,2,4894,PCDADB8C6,8C6,PTC V
2702,2021-08-10 05:45:27,7675709,CAR,2,4823,PC89A3BCF,BCF,PTP V
2703,2021-08-05 04:56:51,6277780,CAR,2,4910,PC75BC2DF,2DF,PTC V
2704,2021-08-02 07:13:42,4533513,CAR,2,4229,PCD0DDD3D,D3D,PTC V
2705,2021-08-15 08:29:05,119938,CAR,2,4137,PC4FA703F,03F,PTE V
2706,2021-08-16 14:49:19,742706,CAR,2,4255,PCB7E7138,138,PTC V
2707,2021-08-03 12:51:15,1310157,CAR,2,4192,PC74F6341,341,PTP V
2708,2021-07-29 15:37:26,3938752,VAN,2,4461,PCACD9839,839,PTP V
2709,2021-08-20 05:27:31,3469277,CAR,2,4638,PCB7AC8AA,8AA,PTE V
2710,2021-08-13 23:44:37,5036741,CAR,2,4557,PC6C80A46,A46,PTE V
2711,2021-08-20 18:21:31,6583554,CAR,2,4881,PCDE20E6F,E6F,PTE V
2712,2021-08-09 04:43:34,5049117,CAR,2,4688,PCCB4C86D,86D,PTP V
2713,2021-08-21 13:55:09,2085007,CAR,2,4801,PC119E3A6,3A6,PTC V
2714,2021-08-02 09:59:19,7670522,CAR,2,4574,PCC1F6F13,F13,PTP V
2715,2021-08-08 07:59:29,4536744,VAN,2,4275,PC1DA31F7,1F7,PTE V
2716,2021-08-12 04:13:38,6219580,TRUCK,4,4040,PCB335328,328,PTP V
2717,2021-08-19 18:08:01,3616124,CAR,2,4419,PC99BB7A3,7A3,PTP V
2718,2021-08-07 02:31:50,8974400,CAR,2,4990,PCFE28E92,E92,PTE V
2719,2021-07-31 16:33:06,1859742,TRUCK,4,4257,PC1AB9C93,C93,PTE V
2720,2021-08-19 01:43:21,2689863,CAR,2,4919,PC7A3A5CF,5CF,PTE V
2721,2021-08-05 14:32:30,2288764,CAR,2,4614,PC08910B7,0B7,PTP V
2722,2021-08-10 14:33:36,678672,CAR,2,4505,PCEF64195,195,PTP V
2723,2021-08-03 05:37:27,7115956,CAR,2,4035,PC1B1D964,964,PTP V
2724,2021-08-19 13:02:06,8015126,CAR,2,4073,PCA3797CA,7CA,PTE V
2725,2021-08-21 17:27:12,1062438,CAR,2,4925,PCE5E04A2,4A2,PTC V
2726,2021-08-18 12:26:01,8917434,CAR,2,4771,PC71FE98A,98A,PTP V
2727,2021-08-19 15:54:23,636417,CAR,2,4670,PC2BE6D87,D87,PTP V
2728,2021-08-11 14:51:46,3408053,TRUCK,4,4652,PC74A3585,585,PTE V
2729,2021-07-31 09:01:32,3265744,CAR,2,4876,PCDFCFF53,F53,PTP V
2730,2021-08-04 12:05:22,385464,CAR,2,4039,PC73BE1E2,1E2,PTE V
2731,2021-08-13 16:34:25,4442890,CAR,2,4477,PCA857A23,A23,PTC V
2732,2021-08-07 07:45:33,4961289,CAR,2,4433,PC1DEB043,043,PTE V
2733,2021-07-29 12:30:40,5444872,CAR,2,4981,PC6B14C5D,C5D,PTP V
2734,2021-08-08 16:50:09,9024579,CAR,2,4054,PC7E79FA0,FA0,PTE V
2735,2021-08-12 08:57:58,4272208,CAR,2,4003,PC83F544D,44D,PTC V
2736,2021-08-09 13:54:38,4789129,CAR,2,4086,PC23E470D,70D,PTP V
2737,2021-08-14 12:07:32,2200036,TRUCK,4,4264,PC9DFEBB0,BB0,PTP V
2738,2021-08-09 01:12:19,1064058,VAN,2,4158,PCAA68777,777,PTC V
2739,2021-08-12 20:45:35,4555702,CAR,2,4739,PC07289CF,9CF,PTP V
2740,2021-08-16 17:34:18,9859390,CAR,2,4626,PC93E7766,766,PTP V
2741,2021-08-12 13:14:55,469677,CAR,2,4458,PCECEBBFA,BFA,PTC V
2742,2021-07-30 19:05:40,8713573,CAR,2,4219,PC40E6113,113,PTE V
2743,2021-08-05 13:24:33,5680177,CAR,2,4329,PCF9CCB5A,B5A,PTE V
2744,2021-08-07 08:48:03,9316543,CAR,2,4108,PC7C55512,512,PTC V
2745,2021-08-01 05:46:47,3443833,TRUCK,4,4912,PC526B1EC,1EC,PTE V
2746,2021-08-03 09:32:00,72829,CAR,2,4226,PCDC5C9E2,9E2,PTP V
2747,2021-08-11 01:54:20,9671579,TRUCK,4,4781,PC0D83A1E,A1E,PTP V
2748,2021-08-13 03:47:03,265177,CAR,2,4379,PC87C8BC4,BC4,PTP V
2749,2021-08-13 10:08:11,5521943,CAR,2,4707,PC98F856D,56D,PTE V
2750,2021-08-08 02:59:07,217040,CAR,2,4705,PC174C464,464,PTP V
2751,2021-08-18 10:36:59,9001033,TRUCK,4,4379,PC87C8BC4,BC4,PTC V
2752,2021-08-07 23:15:38,3852520,TRUCK,4,4386,PC948D5B2,5B2,PTP V
2753,2021-08-01 13:30:32,4916937,CAR,2,4923,PC8A7A22A,22A,PTC V
2754,2021-08-11 07:07:40,7727245,TRUCK,4,4143,PC5F47DCF,DCF,PTP V
2755,2021-08-15 06:26:19,5284243,CAR,2,4496,PC3FD65C8,5C8,PTE V
2756,2021-08-15 03:37:28,2016164,TRUCK,4,4878,PC08F56A1,6A1,PTC V
2757,2021-08-03 09:55:33,7580167,CAR,2,4989,PC7D7AE48,E48,PTC V
2758,2021-08-01 08:52:52,3885881,CAR,2,4190,PCDFC1E11,E11,PTC V
2759,2021-08-19 19:18:56,1791001,TRUCK,4,4130,PC9F22103,103,PTE V
2760,2021-07-30 21:32:55,1193693,TRUCK,4,4682,PCBB02F92,F92,PTE V
2761,2021-08-14 10:42:34,4800344,CAR,2,4901,PCE32D2F9,2F9,PTE V
2762,2021-08-19 22:19:57,8415109,CAR,2,4882,PC8616CD8,CD8,PTE V
2763,2021-08-14 00:33:38,3557227,CAR,2,4187,PCF8D98DC,8DC,PTC V
2764,2021-08-13 11:39:36,1725486,CAR,2,4626,PC93E7766,766,PTC V
2765,2021-08-07 04:57:20,1578334,CAR,2,4262,PCCB12F8C,F8C,PTE V
2766,2021-08-12 14:19:20,7181419,VAN,2,4097,PCB1B5BEC,BEC,PTE V
2767,2021-08-18 11:18:37,6178202,TRUCK,4,4678,PCD175301,301,PTP V
2768,2021-08-22 03:41:12,1555473,CAR,2,4551,PCCA5979C,79C,PTC V
2769,2021-08-02 03:25:22,9309819,CAR,2,4322,PC262D624,624,PTE V
2770,2021-07-31 08:12:47,5486002,CAR,2,4541,PCC6A4CD8,CD8,PTE V
2771,2021-08-08 12:07:37,7949728,CAR,2,4448,PC19F3DBB,DBB,PTE V
2772,2021-07-29 12:55:33,5538154,TRUCK,4,4855,PC03C5C15,C15,PTP V
2773,2021-08-05 04:11:01,2105707,CAR,2,4032,PC578F087,087,PTP V
2774,2021-08-18 11:36:27,3512656,TRUCK,4,4661,PC1585DF2,DF2,PTE V
2775,2021-08-01 12:20:54,3241304,TRUCK,4,4649,PCC3608EC,8EC,PTP V
2776,2021-08-22 06:28:19,4790335,CAR,2,4104,PC0A63844,844,PTP V
2777,2021-08-17 12:46:20,2118537,CAR,2,4892,PC7AA5B2F,B2F,PTC V
2778,2021-08-07 00:49:21,2838609,CAR,2,4635,PC3C8B99E,99E,PTE V
2779,2021-08-05 11:40:28,1310521,CAR,2,4450,PC0B2B03E,03E,PTC V
2780,2021-08-21 08:57:29,273771,TRUCK,4,4482,PCB6A16D7,6D7,PTE V
2781,2021-08-07 11:40:14,9169841,CAR,2,4370,PC70B7987,987,PTP V
2782,2021-08-18 00:48:37,8176976,CAR,2,4057,PC4B0DCD2,CD2,PTP V
2783,2021-08-07 02:53:00,8380400,CAR,2,4402,PC85224D1,4D1,PTE V
2784,2021-07-31 00:57:44,2381258,VAN,2,4933,PC419F41D,41D,PTC V
2785,2021-08-13 08:24:14,652968,VAN,2,4044,PC3546931,931,PTP V
2786,2021-07-29 19:51:24,27178,CAR,2,4886,PC4D892D7,2D7,PTE V
2787,2021-08-17 07:12:50,9019046,CAR,2,4053,PC5F1CD83,D83,PTC V
2788,2021-08-14 04:48:55,6919300,TRUCK,4,4682,PCBB02F92,F92,PTP V
2789,2021-08-02 03:09:09,8236303,TRUCK,4,4631,PCFFF6463,463,PTE V
2790,2021-07-31 18:46:28,8790811,CAR,2,4432,PC4CBEFF5,FF5,PTC V
2791,2021-08-10 14:02:09,5725462,TRUCK,4,4964,PC52C0F45,F45,PTC V
2792,2021-08-02 14:18:21,3166479,CAR,2,4088,PC14008D5,8D5,PTP V
2793,2021-08-16 07:44:22,2336060,CAR,2,4699,PC2C1B987,987,PTC V
2794,2021-08-08 16:44:11,7300971,CAR,2,4765,PC795A0A3,0A3,PTE V
2795,2021-08-16 06:46:47,5036292,CAR,2,4942,PCD51A740,740,PTP V
2796,2021-08-02 15:28:14,56342,CAR,2,4234,PC5EBC1E1,1E1,PTP V
2797,2021-08-14 13:41:19,9022041,CAR,2,4375,PCAE085FE,5FE,PTE V
2798,2021-08-10 02:30:49,565508,TRUCK,4,4143,PC5F47DCF,DCF,PTP V
2799,2021-08-04 01:27:09,6548394,CAR,2,4603,PC485BE5B,E5B,PTC V
2800,2021-07-30 20:00:14,291552,CAR,2,4629,PCC5E1C04,C04,PTE V
2801,2021-08-07 07:50:31,3480875,TRUCK,4,4513,PC52F533C,33C,PTE V
2802,2021-08-15 14:46:48,4352375,VAN,2,4465,PCA227C6B,C6B,PTP V
2803,2021-08-18 20:14:30,8085096,VAN,2,4499,PC1EEDA04,A04,PTE V
2804,2021-08-03 19:43:37,898290,TRUCK,4,4144,PCAC7E4C1,4C1,PTE V
2805,2021-08-20 14:18:20,5026699,TRUCK,4,4481,PC30AAE76,E76,PTC V
2806,2021-08-11 08:37:16,6093454,CAR,2,4136,PCA579A65,A65,PTE V
2807,2021-08-21 13:36:55,3160757,CAR,2,4271,PC28E44E2,4E2,PTE V
2808,2021-08-16 10:10:24,8591194,TRUCK,4,4129,PCA6127FF,7FF,PTE V
2809,2021-08-02 17:35:48,3771364,CAR,2,4004,PCB278A8B,A8B,PTC V
2810,2021-08-13 10:29:43,4059948,TRUCK,4,4719,PCBD66B01,B01,PTE V
2811,2021-08-12 17:05:39,7438213,CAR,2,4122,PC8ED616E,16E,PTE V
2812,2021-07-30 01:37:42,2151785,VAN,2,4498,PCA770E5A,E5A,PTC V
2813,2021-08-08 15:37:48,8930261,CAR,2,4625,PC186BCA8,CA8,PTP V
2814,2021-08-04 10:16:13,848357,CAR,2,4497,PC76FDDEA,DEA,PTP V
2815,2021-08-06 09:57:48,1314858,CAR,2,4131,PC4C9B108,108,PTP V
2816,2021-08-12 07:43:05,2055196,CAR,2,4978,PCF0B5E85,E85,PTE V
2817,2021-08-16 12:38:02,2688320,CAR,2,4837,PCA10FFA0,FA0,PTC V
2818,2021-08-04 16:25:26,4509179,TRUCK,4,4876,PCDFCFF53,F53,PTC V
2819,2021-08-22 03:50:26,8009184,TRUCK,4,4459,PCD9CAD56,D56,PTP V
2820,2021-08-03 13:23:54,9378564,TRUCK,4,4243,PCC4F7DCE,DCE,PTE V
2821,2021-08-17 07:51:18,5414285,VAN,2,4698,PC8BCEB19,B19,PTP V
2822,2021-08-09 14:19:00,9482885,TRUCK,4,4477,PCA857A23,A23,PTC V
2823,2021-08-10 04:03:48,226824,CAR,2,4363,PC62E1338,338,PTC V
2824,2021-08-10 20:50:38,6608771,TRUCK,4,4719,PCBD66B01,B01,PTE V
2825,2021-07-30 02:44:16,8017386,TRUCK,4,4766,PCE36658B,58B,PTC V
2826,2021-08-02 15:15:58,126909,CAR,2,4664,PC52D063A,63A,PTE V
2827,2021-08-04 11:09:10,2839846,TRUCK,4,4768,PC7BEFC3B,C3B,PTE V
2828,2021-08-05 07:49:53,833041,CAR,2,4218,PC8DF4919,919,PTP V
2829,2021-08-10 14:23:33,9349469,CAR,2,4831,PC0EC3E54,E54,PTE V
2830,2021-08-10 21:14:07,2380250,CAR,2,4012,PCEF5C190,190,PTC V
2831,2021-08-19 00:22:48,4121107,VAN,2,4977,PCB077F18,F18,PTC V
2832,2021-08-18 20:31:08,7244230,CAR,2,4089,PC3CCA187,187,PTC V
2833,2021-08-09 16:12:33,6860644,CAR,2,4231,PC016D687,687,PTP V
2834,2021-08-16 16:00:58,3809719,TRUCK,4,4899,PC4967767,767,PTE V
2835,2021-08-17 22:52:16,2696312,CAR,2,4976,PC5149039,039,PTE V
2836,2021-08-06 15:15:10,9035254,CAR,2,4850,PC4061987,987,PTE V
2837,2021-08-12 02:55:35,7248809,TRUCK,4,4572,PCC9756B2,6B2,PTC V
2838,2021-08-02 21:19:15,7674003,TRUCK,4,4820,PCC30C735,735,PTE V
2839,2021-08-06 21:50:55,2582592,CAR,2,4228,PC4F78F1B,F1B,PTP V
2840,2021-08-03 08:22:10,642392,CAR,2,4402,PC85224D1,4D1,PTC V
2841,2021-07-30 19:11:34,9922801,CAR,2,4216,PC53B475D,75D,PTP V
2842,2021-08-04 04:29:34,8960575,TRUCK,4,4331,PC47300D9,0D9,PTC V
2843,2021-08-15 21:35:54,5184513,CAR,2,4402,PC85224D1,4D1,PTE V
2844,2021-08-18 15:21:37,4599731,VAN,2,4046,PCAC345FD,5FD,PTP V
2845,2021-08-17 02:26:19,7868102,CAR,2,4926,PCCBCFEDE,EDE,PTE V
2846,2021-08-02 00:04:44,5516399,CAR,2,4283,PC953B572,572,PTE V
2847,2021-08-12 07:33:24,2647112,VAN,2,4275,PC1DA31F7,1F7,PTP V
2848,2021-08-13 08:48:30,7287156,TRUCK,4,4564,PC29D136F,36F,PTP V
2849,2021-08-12 01:06:52,8805942,CAR,2,4841,PCE45DE8D,E8D,PTP V
2850,2021-08-22 12:27:30,9932368,CAR,2,4975,PC818101A,01A,PTE V
2851,2021-08-11 14:25:54,8494078,CAR,2,4306,PC5D6563A,63A,PTE V
2852,2021-08-05 00:24:44,595305,CAR,2,4349,PC5AB6779,779,PTP V
2853,2021-08-03 04:31:23,5969448,TRUCK,4,5006,PC7A260F1,0F1,PTP V
2854,2021-08-12 00:04:07,1720106,CAR,2,4050,PC822E359,359,PTP V
2855,2021-08-20 08:21:38,1979691,CAR,2,4016,PCCD7399B,99B,PTP V
2856,2021-08-15 21:02:49,5112428,CAR,2,4963,PC704EF75,F75,PTC V
2857,2021-08-09 16:50:22,9870017,CAR,2,4901,PCE32D2F9,2F9,PTE V
2858,2021-08-07 12:57:38,187946,CAR,2,4910,PC75BC2DF,2DF,PTE V
2859,2021-08-13 23:52:48,9210479,CAR,2,4902,PC425C6EC,6EC,PTC V
2860,2021-08-07 14:50:37,7608023,TRUCK,4,4838,PCEECD973,973,PTE V
2861,2021-08-21 22:06:21,7906992,CAR,2,4124,PC3338D42,D42,PTC V
2862,2021-08-22 08:43:38,1820740,CAR,2,4133,PC30FC453,453,PTP V
2863,2021-08-18 10:24:48,8119310,CAR,2,4907,PCCEEF65A,65A,PTP V
2864,2021-08-09 02:56:45,9398897,VAN,2,4426,PCC0E943C,43C,PTP V
2865,2021-08-11 03:15:15,4259801,VAN,2,4119,PC9EBEDB5,DB5,PTP V
2866,2021-08-05 01:04:22,4398365,CAR,2,4115,PCF5D4B0A,B0A,PTP V
2867,2021-08-16 00:23:30,4388357,CAR,2,4119,PC9EBEDB5,DB5,PTE V
2868,2021-08-22 03:24:44,9955496,CAR,2,4057,PC4B0DCD2,CD2,PTP V
2869,2021-08-19 11:43:06,651548,CAR,2,4007,PCDF9F773,773,PTE V
2870,2021-08-06 03:33:37,8056394,CAR,2,4781,PC0D83A1E,A1E,PTP V
2871,2021-08-17 03:20:45,2211603,VAN,2,4566,PC637A425,425,PTP V
2872,2021-07-29 13:36:38,1605620,CAR,2,4039,PC73BE1E2,1E2,PTC V
2873,2021-08-16 23:39:54,5425988,CAR,2,4068,PC55432DA,2DA,PTP V
2874,2021-08-20 15:02:07,267009,VAN,2,4488,PC19D06B0,6B0,PTP V
2875,2021-08-07 15:21:16,8487780,CAR,2,4762,PC1A3D20B,20B,PTC V
2876,2021-08-12 10:05:20,1376788,CAR,2,4637,PCE9C770E,70E,PTC V
2877,2021-08-21 21:13:00,8486928,CAR,2,4623,PCAA67227,227,PTC V
2878,2021-08-17 07:04:33,831732,CAR,2,4030,PCA8A9AA8,AA8,PTE V
2879,2021-08-08 20:23:43,1878798,CAR,2,4978,PCF0B5E85,E85,PTE V
2880,2021-08-10 02:15:23,2200855,CAR,2,4579,PC926F0A9,0A9,PTP V
2881,2021-08-16 03:18:12,7261898,TRUCK,4,4998,PCD9C5406,406,PTP V
2882,2021-08-09 01:36:45,2156552,CAR,2,4268,PC6CC51DA,1DA,PTP V
2883,2021-08-11 18:32:09,7787489,CAR,2,4878,PC08F56A1,6A1,PTE V
2884,2021-08-05 11:06:22,273188,CAR,2,4075,PC2125618,618,PTE V
2885,2021-07-31 09:16:01,9730773,CAR,2,4669,PC36675CE,5CE,PTP V
2886,2021-08-21 14:48:41,9280057,TRUCK,4,4324,PC9C3D708,708,PTC V
2887,2021-08-18 04:06:47,9759910,CAR,2,4894,PCDADB8C6,8C6,PTP V
2888,2021-08-12 18:47:04,3109388,CAR,2,4611,PC2EBEAB9,AB9,PTE V
2889,2021-08-09 10:52:53,687719,VAN,2,4557,PC6C80A46,A46,PTC V
2890,2021-08-01 03:58:39,2868207,CAR,2,4604,PC0553E32,E32,PTP V
2891,2021-07-31 00:24:00,3843033,VAN,2,4813,PCACF7982,982,PTP V
2892,2021-08-15 03:47:08,3999326,CAR,2,4564,PC29D136F,36F,PTE V
2893,2021-08-07 06:53:35,3752633,CAR,2,4985,PCCA71D2C,D2C,PTP V
2894,2021-08-15 17:06:54,5999828,CAR,2,4993,PC0F0AB4E,B4E,PTE V
2895,2021-08-08 00:34:08,3628767,CAR,2,4473,PC51FDD60,D60,PTE V
2896,2021-07-29 14:13:00,5838867,CAR,2,4395,PC6F25DF0,DF0,PTC V
2897,2021-08-20 22:57:29,669022,TRUCK,4,4789,PCBE8B2AB,2AB,PTE V
2898,2021-08-06 19:53:04,3461467,CAR,2,4070,PCEECA8B2,8B2,PTP V
2899,2021-08-09 02:17:10,1720666,TRUCK,4,5000,PCFE7F7FE,7FE,PTE V
2900,2021-08-11 21:37:00,7401182,CAR,2,4887,PC81776BA,6BA,PTC V
2901,2021-08-14 12:25:49,5255067,CAR,2,4011,PC680DEC6,EC6,PTE V
2902,2021-08-11 15:01:42,3305060,CAR,2,4845,PCEEC0DB3,DB3,PTE V
2903,2021-08-07 11:12:16,929460,CAR,2,4251,PCB30E45F,45F,PTC V
2904,2021-08-16 16:37:28,3546229,CAR,2,4949,PC86E9EB7,EB7,PTC V
2905,2021-08-08 22:30:45,6217377,CAR,2,4430,PC52EA95D,95D,PTE V
2906,2021-08-01 11:22:12,6919079,CAR,2,4308,PC94E7A96,A96,PTE V
2907,2021-08-01 09:23:54,8627108,CAR,2,4559,PC93AAEC9,EC9,PTC V
2908,2021-08-10 20:12:38,5626312,CAR,2,4092,PC40C2E00,E00,PTE V
2909,2021-08-21 01:02:29,9106993,CAR,2,4738,PC06E9A80,A80,PTE V
2910,2021-08-03 12:31:33,9672787,CAR,2,4538,PCDE5402C,02C,PTP V
2911,2021-08-07 22:45:08,224884,VAN,2,4024,PC91E3A87,A87,PTE V
2912,2021-08-11 00:16:13,5241020,VAN,2,4586,PC4A40D50,D50,PTE V
2913,2021-08-11 19:45:27,781918,CAR,2,4411,PC3AA93E6,3E6,PTC V
2914,2021-08-07 18:17:42,9713755,CAR,2,4783,PC9889263,263,PTP V
2915,2021-08-16 13:00:31,5170251,CAR,2,4502,PCB2CC82C,82C,PTE V
2916,2021-08-06 21:57:24,357895,CAR,2,4754,PC99AE725,725,PTP V
2917,2021-08-22 12:23:55,8292026,VAN,2,4452,PC8C7C5D7,5D7,PTC V
2918,2021-08-08 19:06:40,6811083,CAR,2,4975,PC818101A,01A,PTP V
2919,2021-08-06 20:44:08,6131327,VAN,2,4138,PC79E328A,28A,PTC V
2920,2021-08-14 10:17:52,5008679,TRUCK,4,4892,PC7AA5B2F,B2F,PTP V
2921,2021-08-11 06:49:25,4848191,TRUCK,4,4823,PC89A3BCF,BCF,PTP V
